,Topic,Words,Frequency,Timestamp
2567,98,"hemp, insulation, bifm, sound, thermal",4,2022-12-31 04:48:00.000
2568,99,"electricity, retrofit, enterprises, distribution, framework",2,2022-12-31 04:48:00.000
2569,100,"coal, liquid, stack, ozone, dispersion",3,2022-12-31 04:48:00.000
2570,101,"parcels, metaheuristic, opp, lpp, problem",1,2022-12-31 04:48:00.000
2571,102,"blockchain, pos, proof, bitcoin, pow",7,2022-12-31 04:48:00.000
2572,103,"olefins, alkane, catalysts, zeolite, bn",2,2022-12-31 04:48:00.000
2573,104,"drying, porous, saturated, modelling, thickness",2,2022-12-31 04:48:00.000
2574,105,"internet, networking, aware, access, priority",5,2022-12-31 04:48:00.000
2575,106,"anesthesia, anaesthesia, anaesthetic, anesthetics, desflurane",7,2022-12-31 04:48:00.000
2576,107,"dgaos, dpaos, denitrifying, dpr, glycogen",1,2022-12-31 04:48:00.000
2577,108,"optical, rfof, fiber, cwdm, haul",1,2022-12-31 04:48:00.000
2578,109,"telemedicine, patients, visits, edss, telemedical",7,2022-12-31 04:48:00.000
2579,110,"biochar, neutrality, residues, yr, mt",1,2022-12-31 04:48:00.000
2580,111,"fames, fractionation, biodiesel, fatty, plasticizer",3,2022-12-31 04:48:00.000
2581,113,"prague, water, mkwh, wecn, wen",2,2022-12-31 04:48:00.000
2582,114,"fmcg, enablers, decarbonisation, esg, swara",1,2022-12-31 04:48:00.000
2583,115,"timber, purlins, steel, clt, connections",5,2022-12-31 04:48:00.000
2584,116,"bricks, brick, oxy, psm, ash",6,2022-12-31 04:48:00.000
2585,117,"calculator, recommendation, veterinary, algorithms, recommender",3,2022-12-31 04:48:00.000
2586,118,"palm, bunch, oil, empty, fruit",2,2022-12-31 04:48:00.000
2587,119,"intention, purchase, online, consumer, shopping",5,2022-12-31 04:48:00.000
2588,121,"portions, menus, menu, restaurant, nutritional",1,2022-12-31 04:48:00.000
2589,122,"cassava, cyanide, incubation, starch, flour",1,2022-12-31 04:48:00.000
2590,123,"memory, computer, computing, software, tcdp",6,2022-12-31 04:48:00.000
2591,124,"travelers, aviation, travel, opt, stories",2,2022-12-31 04:48:00.000
2592,125,"pulp, tissue, papermaking, bleached, kraft",2,2022-12-31 04:48:00.000
2593,126,"coffee, pulp, added, biomass, impacted",1,2022-12-31 04:48:00.000
2594,127,"rey, cfa, rare, yttrium, earth",1,2022-12-31 04:48:00.000
2595,128,"biogas, swine, sunflower, module, anaerobic",2,2022-12-31 04:48:00.000
2596,129,"bonds, epu, gpr, cpu, dcc",1,2022-12-31 04:48:00.000
2597,131,"ship, eexi, cii, port, engine",4,2022-12-31 04:48:00.000
2598,132,"dietary, guidelines, cherry, seasonality, chinese",2,2022-12-31 04:48:00.000
2599,133,"bamboo, fbb, cutting, flattened, flattening",1,2022-12-31 04:48:00.000
2600,134,"rshl, melons, sensors, transoceanic, cold",1,2022-12-31 04:48:00.000
2601,135,"furniture, taiwan, forest, wooden, wood",1,2022-12-31 04:48:00.000
2602,136,"minerals, metals, mining, elements, ology",1,2022-12-31 04:48:00.000
2603,138,"radiative, electrochromic, band, cooling, passive",3,2022-12-31 04:48:00.000
2604,139,"printing, dcp, printable, ggbs, cbp",4,2022-12-31 04:48:00.000
2605,140,"aluminium, aluminum, cars, automotive, passenger",1,2022-12-31 04:48:00.000
2606,141,"gangue, coal, pit, pitwalls, segregation",2,2022-12-31 04:48:00.000
2607,142,"geosynthetics, ceramic, geosynthetic, stone, fbg",3,2022-12-31 04:48:00.000
2608,143,"pyroelectric, tengs, peng, au, thermoelectric",2,2022-12-31 04:48:00.000
2609,144,"pipes, solidworks, pipe, computer, steel",1,2022-12-31 04:48:00.000
2610,145,"biochar, quick, clay, stabilization, cement",1,2022-12-31 04:48:00.000
2611,146,"mortar, jsa, mortars, cwp, lime",3,2022-12-31 04:48:00.000
2612,149,"aircraft, fault, circuit, uav, breakers",5,2022-12-31 04:48:00.000
2613,151,"infrastructure, grey, stormwater, hydrological, runoff",1,2022-12-31 04:48:00.000
2614,152,"concrete, rc, overdesign, reinforced, columns",5,2022-12-31 04:48:00.000
2615,153,"lignin, antimicrobial, benign, valorization, isolated",1,2022-12-31 04:48:00.000
2616,154,"insulation, cpp, payback, materials, period",1,2022-12-31 04:48:00.000
2617,156,"desalination, solar, thermal, technologies, ro",2,2022-12-31 04:48:00.000
2618,157,"gardening, urban, belief, norms, urbanization",1,2022-12-31 04:48:00.000
2619,158,"zhejiang, steel, enterprises, peak, industry",2,2022-12-31 04:48:00.000
2620,160,"dental, dentistry, floss, inter, cleaning",2,2022-12-31 04:48:00.000
2621,162,"russian, european, russia, companies, technological",1,2022-12-31 04:48:00.000
2622,163,"poinsettia, pcf, horticultural, consumer, ornamental",1,2022-12-31 04:48:00.000
2623,164,"pv, solar, arrays, photovoltaic, greenhouse",3,2022-12-31 04:48:00.000
2624,165,"fish, aquaculture, meal, bsy, sbm",4,2022-12-31 04:48:00.000
2625,168,"aams, alkali, activators, activated, setting",3,2022-12-31 04:48:00.000
2626,170,"nh, sei, synthesis, ammonia, plasma",1,2022-12-31 04:48:00.000
2627,171,"igd, indian, jobs, pandemic, covid",1,2022-12-31 04:48:00.000
2628,172,"drapes, gowns, surgery, reusable, shows",1,2022-12-31 04:48:00.000
2629,173,"solar, chiller, cooling, greenhouses, absorption",1,2022-12-31 04:48:00.000
2630,-1,"energy, carbon, study, footprint, water",464,2023-07-01 19:12:00.000
2631,0,"crop, yield, wheat, ha, rice",64,2023-07-01 19:12:00.000
2632,1,"dairy, milk, feed, farms, cattle",46,2023-07-01 19:12:00.000
2633,2,"building, buildings, construction, embodied, design",48,2023-07-01 19:12:00.000
2634,3,"chain, supply, logistics, fuzzy, decision",23,2023-07-01 19:12:00.000
2635,4,"microgrid, power, pv, grid, solar",14,2023-07-01 19:12:00.000
2636,5,"china, urban, cities, provinces, city",16,2023-07-01 19:12:00.000
2637,6,"cloud, computing, centers, data, ensemble",5,2023-07-01 19:12:00.000
2638,7,"drones, hems, mountain, youngstock, transition",9,2023-07-01 19:12:00.000
2639,8,"concrete, strength, uhpc, durability, cement",21,2023-07-01 19:12:00.000
2640,9,"tourism, tourists, tourist, destination, travel",16,2023-07-01 19:12:00.000
2641,10,"transport, traffic, transportation, bike, mobility",10,2023-07-01 19:12:00.000
2642,11,"wastewater, treatment, sludge, wwtps, plants",12,2023-07-01 19:12:00.000
2643,12,"waste, weee, landfill, msw, municipal",9,2023-07-01 19:12:00.000
2644,13,"household, income, households, inequality, expenditure",10,2023-07-01 19:12:00.000
2645,14,"eh, noma, networks, communication, wireless",3,2023-07-01 19:12:00.000
2646,15,"bioplastics, biodegradable, plastics, bioplastic, packaging",22,2023-07-01 19:12:00.000
2647,16,"university, universities, campus, campuses, ese",5,2023-07-01 19:12:00.000
2648,17,"diet, dietary, diets, ghge, food",11,2023-07-01 19:12:00.000
2649,18,"care, healthcare, health, clinical, patient",20,2023-07-01 19:12:00.000
2650,19,"asphalt, pavement, road, pcr, rap",6,2023-07-01 19:12:00.000
2651,20,"textile, textiles, fashion, cotton, bast",12,2023-07-01 19:12:00.000
2652,21,"meat, consumers, cultured, labels, preferences",8,2023-07-01 19:12:00.000
2653,22,"surgical, surgery, endoscopy, reusable, disposable",25,2023-07-01 19:12:00.000
2654,23,"composites, fiber, jute, fibers, composite",18,2023-07-01 19:12:00.000
2655,24,"learning, ai, deep, training, machine",14,2023-07-01 19:12:00.000
2656,25,"geopolymer, geopolymers, coral, strength, ash",11,2023-07-01 19:12:00.000
2657,26,"wine, winery, grape, viticulture, grapes",4,2023-07-01 19:12:00.000
2658,27,"electrochemical, reaction, ammonia, catalysts, synthesis",17,2023-07-01 19:12:00.000
2659,28,"combustion, engines, engine, fuel, nh",7,2023-07-01 19:12:00.000
2660,29,"wood, forest, tree, trees, harvested",6,2023-07-01 19:12:00.000
2661,30,"affiliates, trade, mnes, fugitive, intermediate",3,2023-07-01 19:12:00.000
2662,31,"alloys, laser, alloy, additive, manufacturing",12,2023-07-01 19:12:00.000
2663,32,"pv, photovoltaic, perovskite, solar, cells",12,2023-07-01 19:12:00.000
2664,33,"hydration, cement, csa, cementitious, portland",10,2023-07-01 19:12:00.000
2665,34,"sanctions, renewable, geopolitics, sea, transition",3,2023-07-01 19:12:00.000
2666,35,"sugarcane, hfcs, biofuels, corn, sugar",5,2023-07-01 19:12:00.000
2667,36,"soil, soils, clay, strength, stabilization",13,2023-07-01 19:12:00.000
2668,37,"meeting, conferences, conference, person, virtual",5,2023-07-01 19:12:00.000
2669,38,"school, students, education, chatbot, schools",5,2023-07-01 19:12:00.000
2670,39,"inhalers, inhaler, saba, asthma, easyhaler",13,2023-07-01 19:12:00.000
2671,40,"actions, pro, individuals, action, climate",7,2023-07-01 19:12:00.000
2672,41,"packaging, takeaway, hermetic, pizza, bags",5,2023-07-01 19:12:00.000
2673,42,"desalination, water, islands, seawater, osmosis",6,2023-07-01 19:12:00.000
2674,43,"wind, vawts, axis, turbines, turbine",1,2023-07-01 19:12:00.000
2675,44,"oil, reservoirs, recovery, eor, injection",10,2023-07-01 19:12:00.000
2676,45,"scheduling, shop, job, makespan, algorithm",5,2023-07-01 19:12:00.000
2677,46,"ecological, financial, countries, run, cfbl",9,2023-07-01 19:12:00.000
2678,47,"vehicles, electric, vehicle, evs, bev",10,2023-07-01 19:12:00.000
2679,48,"food, cooking, predictability, continents, cf",6,2023-07-01 19:12:00.000
2680,49,"fishing, fisheries, trawling, aquaculture, epes",4,2023-07-01 19:12:00.000
2681,50,"bacterioruberin, bsg, solvents, bc, brewing",3,2023-07-01 19:12:00.000
2682,51,"hydrogen, electrolysis, renewable, fuels, green",10,2023-07-01 19:12:00.000
2683,52,"eaf, steel, steelmaking, sewgs, iron",4,2023-07-01 19:12:00.000
2684,53,"plastic, recycling, plastics, waste, end",7,2023-07-01 19:12:00.000
2685,54,"lymphoma, biomedical, healthcare, bmj, haematology",9,2023-07-01 19:12:00.000
2686,55,"communication, research, climate, publications, change",4,2023-07-01 19:12:00.000
2687,56,"firm, corporate, funds, compensation, companies",6,2023-07-01 19:12:00.000
2688,57,"digital, music, publishing, sobriety, ict",5,2023-07-01 19:12:00.000
2689,58,"food, waste, intuitionistic, shanghai, fuzzy",2,2023-07-01 19:12:00.000
2690,59,"printing, printed, printer, pla, filament",9,2023-07-01 19:12:00.000
2691,60,"clg, coal, gasification, char, bamboo",3,2023-07-01 19:12:00.000
2692,61,"heat, heating, pump, boilers, pumps",6,2023-07-01 19:12:00.000
2693,62,"charging, ev, vehicle, sems, evs",1,2023-07-01 19:12:00.000
2694,63,"torrefaction, ashe, biomass, juniper, newtonian",2,2023-07-01 19:12:00.000
2695,64,"tio, photocatalyst, photocatalytic, photothermal, pt",9,2023-07-01 19:12:00.000
2696,65,"reactors, methane, joule, reforming, reactor",3,2023-07-01 19:12:00.000
2697,66,"membrane, separation, membranes, mofs, organic",6,2023-07-01 19:12:00.000
2698,67,"centrifugal, orc, twc, compressors, lts",4,2023-07-01 19:12:00.000
2699,68,"product, design, twin, warranty, digital",5,2023-07-01 19:12:00.000
2700,69,"cutting, machining, grinding, mql, fluids",2,2023-07-01 19:12:00.000
2701,70,"accommodation, pools, hotel, hotels, brava",2,2023-07-01 19:12:00.000
2702,71,"battery, batteries, lithium, ion, recycling",7,2023-07-01 19:12:00.000
2703,72,"carbonation, curing, csc, dos, calcium",3,2023-07-01 19:12:00.000
2704,73,"endophthalmitis, surgery, eye, cataract, incidence",5,2023-07-01 19:12:00.000
2705,74,"dialysis, kidney, hemodialysis, dialysate, implantable",2,2023-07-01 19:12:00.000
2706,75,"refrigeration, refrigerants, barocaloric, cold, ambient",3,2023-07-01 19:12:00.000
2707,76,"sport, event, events, basketball, sports",5,2023-07-01 19:12:00.000
2708,77,"household, inequality, rural, income, households",4,2023-07-01 19:12:00.000
2709,78,"aerogel, evaporation, solar, interfacial, evaporator",5,2023-07-01 19:12:00.000
2710,79,"bitcoin, cryptocurrencies, cryptocurrency, mining, crypto",10,2023-07-01 19:12:00.000
2711,80,"automobile, luh, heis, ce, lca",2,2023-07-01 19:12:00.000
2712,81,"protein, insect, proteins, insects, peptides",8,2023-07-01 19:12:00.000
2713,82,"aquaculture, ch, ponds, sediment, fish",2,2023-07-01 19:12:00.000
2714,83,"machine, learning, compressive, strength, concrete",8,2023-07-01 19:12:00.000
2715,85,"electrode, sulfur, batteries, zn, electrodes",4,2023-07-01 19:12:00.000
2716,86,"cement, sc, monetization, ng, baseline",4,2023-07-01 19:12:00.000
2717,87,"pickup, delivery, parcel, points, mile",1,2023-07-01 19:12:00.000
2718,88,"digestion, biogas, anaerobic, eaad, ad",6,2023-07-01 19:12:00.000
2719,89,"port, ports, maritime, websites, seaports",2,2023-07-01 19:12:00.000
2720,90,"acetate, fermentation, ia, candida, microbial",4,2023-07-01 19:12:00.000
2721,91,"ecc, hpc, cementitious, cas, engineered",6,2023-07-01 19:12:00.000
2722,92,"dunaliella, microalgae, tertiolecta, salina, isolates",3,2023-07-01 19:12:00.000
2723,93,"rail, railway, cargo, electrified, toledo",3,2023-07-01 19:12:00.000
2724,94,"anaesthesia, paediatric, disposable, laryngoscope, transducers",2,2023-07-01 19:12:00.000
2725,96,"acai, olive, drying, euterpe, oleracea",1,2023-07-01 19:12:00.000
2726,97,"creative, innovation, entrepreneurial, green, barriers",2,2023-07-01 19:12:00.000
2727,98,"insulation, thermal, bentonite, materials, conductivity",4,2023-07-01 19:12:00.000
2728,99,"efs, electricity, resolved, temporal, hourly",2,2023-07-01 19:12:00.000
2729,100,"offshore, coal, unmanned, platforms, neutrality",3,2023-07-01 19:12:00.000
2730,101,"irrigation, cri, theta, nexus, dispark",2,2023-07-01 19:12:00.000
2731,102,"web, blockchain, sustainability, digital, interoperability",1,2023-07-01 19:12:00.000
2732,103,"biphasic, catalyst, pd, amines, ru",2,2023-07-01 19:12:00.000
2733,104,"drying, dryer, hssd, hsd, eta",3,2023-07-01 19:12:00.000
2734,106,"anaesthesia, anesthesia, anaesthetic, sevoflurane, desflurane",6,2023-07-01 19:12:00.000
2735,107,"removal, anammox, nitrogen, pn, mabr",6,2023-07-01 19:12:00.000
2736,109,"telemedicine, patients, patient, covid, preoperative",4,2023-07-01 19:12:00.000
2737,110,"biochar, compost, peat, ri, residue",3,2023-07-01 19:12:00.000
2738,111,"biodiesel, hcr, msr, ethyl, cavitation",2,2023-07-01 19:12:00.000
2739,112,"floating, wastewater, euro, treatment, constructed",1,2023-07-01 19:12:00.000
2740,115,"ffst, steel, columns, timber, wood",1,2023-07-01 19:12:00.000
2741,116,"bricks, brick, fired, clay, waste",2,2023-07-01 19:12:00.000
2742,117,"calculator, users, pro, weeks, calculators",1,2023-07-01 19:12:00.000
2743,118,"palm, vuca, oil, blockchain, hyperledger",1,2023-07-01 19:12:00.000
2744,120,"wec, shps, hydropower, reservoir, impoundment",3,2023-07-01 19:12:00.000
2745,121,"menus, school, meals, menu, intermediated",5,2023-07-01 19:12:00.000
2746,122,"cassava, starch, zero, circular, vietnam",1,2023-07-01 19:12:00.000
2747,124,"inbound, travel, aviation, outbound, air",1,2023-07-01 19:12:00.000
2748,125,"cigar, cigarette, factory, tobacco, pulp",1,2023-07-01 19:12:00.000
2749,126,"coffee, shade, trees, social, rico",2,2023-07-01 19:12:00.000
2750,127,"bioleaching, rare, earths, metals, metallurgical",2,2023-07-01 19:12:00.000
2751,129,"portfolio, investment, portfolios, investors, financed",6,2023-07-01 19:12:00.000
2752,130,"pes, pump, pumping, curves, pumps",1,2023-07-01 19:12:00.000
2753,131,"ais, maritime, ship, operational, ships",2,2023-07-01 19:12:00.000
2754,132,"hotpot, chongqing, dietary, meal, china",1,2023-07-01 19:12:00.000
2755,133,"bamboo, shear, laminated, glubam, engineered",5,2023-07-01 19:12:00.000
2756,136,"char, gold, colombian, mining, polish",2,2023-07-01 19:12:00.000
2757,138,"radiative, cooling, cooler, solar, evaporative",5,2023-07-01 19:12:00.000
2758,139,"printing, dpc, rheological, reinforcement, printability",5,2023-07-01 19:12:00.000
2759,140,"aluminum, extrusions, automotive, aa, grade",1,2023-07-01 19:12:00.000
2760,141,"coal, ctc, gangue, sorption, silica",3,2023-07-01 19:12:00.000
2761,142,"truss, glubam, geosynthetics, geosynthetic, ceramic",2,2023-07-01 19:12:00.000
2762,143,"thermoelectric, hh, conductivity, heusler, te",1,2023-07-01 19:12:00.000
2763,145,"biochar, cement, mortar, properties, materials",2,2023-07-01 19:12:00.000
2764,146,"mortar, tarc, mortars, fracture, sand",4,2023-07-01 19:12:00.000
2765,149,"aircraft, propulsion, electric, hybrid, pd",3,2023-07-01 19:12:00.000
2766,154,"insulation, cellulose, material, straw, materials",2,2023-07-01 19:12:00.000
2767,156,"desalination, solar, exchangers, drinking, water",1,2023-07-01 19:12:00.000
2768,159,"ammonia, nitrogen, nr, nh, synthesis",2,2023-07-01 19:12:00.000
2769,160,"dentistry, orthodontic, dental, nhs, orthodontics",2,2023-07-01 19:12:00.000
2770,162,"russia, russian, conflict, ukraine, indicators",2,2023-07-01 19:12:00.000
2771,164,"solar, app, weather, resistor, sun",1,2023-07-01 19:12:00.000
2772,165,"fish, vetchling, sbm, meal, cicera",1,2023-07-01 19:12:00.000
2773,168,"asr, alum, awtr, aams, alkaline",1,2023-07-01 19:12:00.000
2774,169,"roasting, ilmenite, rees, leaching, mg",2,2023-07-01 19:12:00.000
2775,170,"ammonia, plasma, ntp, hydrogen, thermal",1,2023-07-01 19:12:00.000
2776,171,"covid, pandemic, projects, turkey, measures",2,2023-07-01 19:12:00.000
2777,-1,"carbon, footprint, sustainable, co, based",122,2023-12-31 09:36:00.000
2778,0,"wheat, pp, fertilizer, yield, tillage",11,2023-12-31 09:36:00.000
2779,1,"milk, dairy, feed, pbm, wool",10,2023-12-31 09:36:00.000
2780,2,"building, construction, buildings, baffles, damper",11,2023-12-31 09:36:00.000
2781,3,"supply, chain, fuzzy, supplier, suppliers",5,2023-12-31 09:36:00.000
2782,4,"telecom, metro, dg, towers, photovoltaic",3,2023-12-31 09:36:00.000
2783,5,"provinces, taxes, urban, differentiated, sectors",4,2023-12-31 09:36:00.000
2784,6,"cloud, computing, scheduling, algorithm, centers",2,2023-12-31 09:36:00.000
2785,8,"jacketing, acfs, fca, concrete, rc",3,2023-12-31 09:36:00.000
2786,9,"tourism, tourists, destination, tcfu, tgp",6,2023-12-31 09:36:00.000
2787,10,"commuting, pandemic, crowding, transport, mobility",4,2023-12-31 09:36:00.000
2788,11,"seasonality, wastewater, wwtps, nitrifying, sludge",1,2023-12-31 09:36:00.000
2789,12,"pw, gasification, msw, landfill, iran",2,2023-12-31 09:36:00.000
2790,13,"households, tax, redistribution, municipalities, household",2,2023-12-31 09:36:00.000
2791,15,"bioplastics, bioplastic, biopolymers, plastics, biodegradable",3,2023-12-31 09:36:00.000
2792,16,"qualenv, universities, consortium, university, institutions",1,2023-12-31 09:36:00.000
2793,17,"meat, intake, income, inequalities, food",1,2023-12-31 09:36:00.000
2794,18,"sampling, cervical, care, health, screening",4,2023-12-31 09:36:00.000
